month,quarter,category,brand,is_zoetis,channel,geo_level,geo,true_sales,true_units
2024-12,2024-Q4,Parasiticides,Simparica Trio,True,Veterinary,Region,West,2083328.23,74405
2024-12,2024-Q4,Parasiticides,Simparica Trio,True,Veterinary,National,National,9808388.11,350300
2024-12,2024-Q4,Parasiticides,Simparica Trio,True,Retail,Region,Northeast,1682577.99,60092
2024-12,2024-Q4,Parasiticides,Simparica Trio,True,Retail,Region,South,2588500.17,92446
2024-12,2024-Q4,Parasiticides,Simparica Trio,True,Retail,Region,Midwest,1546612.54,55236
2024-12,2024-Q4,Parasiticides,Simparica Trio,True,Retail,Region,West,1689906.74,60354
2024-12,2024-Q4,Parasiticides,Simparica Trio,True,Retail,National,National,7507597.44,268128
2024-12,2024-Q4,Parasiticides,Simparica Trio,True,E-commerce,Region,Northeast,992922.73,35462
2024-12,2024-Q4,Parasiticides,Simparica Trio,True,E-commerce,Region,South,1614034.37,57644
2024-12,2024-Q4,Parasiticides,Simparica Trio,True,E-commerce,Region,Midwest,917853.08,32780
2024-12,2024-Q4,Parasiticides,Simparica Trio,True,E-commerce,Region,West,1024804.05,36600
2024-12,2024-Q4,Parasiticides,Simparica Trio,True,E-commerce,National,National,4549614.22,162486
2025-01,2025-Q1,Parasiticides,Simparica Trio,True,Veterinary,Region,Northeast,2335914.61,83426
2025-01,2025-Q1,Parasiticides,Simparica Trio,True,Veterinary,Region,South,3619040.01,129251
2025-01,2025-Q1,Parasiticides,Simparica Trio,True,Veterinary,Region,Midwest,2266614.7,80951
2025-01,2025-Q1,Parasiticides,Simparica Trio,True,Veterinary,Region,West,2383048.21,85109
2025-01,2025-Q1,Parasiticides,Simparica Trio,True,Veterinary,National,National,10604617.53,378736
2025-01,2025-Q1,Parasiticides,Simparica Trio,True,Retail,Region,Northeast,1833692.52,65489
2025-01,2025-Q1,Parasiticides,Simparica Trio,True,Retail,Region,South,2713148.47,96898
2025-01,2025-Q1,Parasiticides,Simparica Trio,True,Retail,Region,Midwest,1785046.49,63752
2025-01,2025-Q1,Parasiticides,Simparica Trio,True,Retail,Region,West,1904657.49,68023
2025-01,2025-Q1,Parasiticides,Simparica Trio,True,Retail,National,National,8236544.98,294162
2025-01,2025-Q1,Parasiticides,Simparica Trio,True,E-commerce,Region,Northeast,1200541.93,42876
2025-01,2025-Q1,Parasiticides,Simparica Trio,True,E-commerce,Region,South,1751062.07,62538
2025-01,2025-Q1,Parasiticides,Simparica Trio,True,E-commerce,Region,Midwest,1116443.43,39873
2025-01,2025-Q1,Parasiticides,Simparica Trio,True,E-commerce,Region,West,1128719.16,40311
2025-01,2025-Q1,Parasiticides,Simparica Trio,True,E-commerce,National,National,5196766.59,185599
2025-02,2025-Q1,Parasiticides,Simparica Trio,True,Veterinary,Region,Northeast,2745078.92,98039
2025-02,2025-Q1,Parasiticides,Simparica Trio,True,Veterinary,Region,South,4421710.11,157918
2025-02,2025-Q1,Parasiticides,Simparica Trio,True,Veterinary,Region,Midwest,2464277.73,88010
2025-02,2025-Q1,Parasiticides,Simparica Trio,True,Veterinary,Region,West,2926770.09,104528
2025-02,2025-Q1,Parasiticides,Simparica Trio,True,Veterinary,National,National,12557836.86,448494
2025-02,2025-Q1,Parasiticides,Simparica Trio,True,Retail,Region,Northeast,2133474.55,76196
2025-02,2025-Q1,Parasiticides,Simparica Trio,True,Retail,Region,South,3388760.92,121027
2025-02,2025-Q1,Parasiticides,Simparica Trio,True,Retail,Region,Midwest,2043763.96,72992
2025-02,2025-Q1,Parasiticides,Simparica Trio,True,Retail,Region,West,2194994.37,78393
2025-02,2025-Q1,Parasiticides,Simparica Trio,True,Retail,National,National,9760993.81,348607
2025-02,2025-Q1,Parasiticides,Simparica Trio,True,E-commerce,Region,Northeast,1301818.43,46494
2025-02,2025-Q1,Parasiticides,Simparica Trio,True,E-commerce,Region,South,1967352.85,70263
2025-02,2025-Q1,Parasiticides,Simparica Trio,True,E-commerce,Region,Midwest,1269801.85,45350
2025-02,2025-Q1,Parasiticides,Simparica Trio,True,E-commerce,Region,West,1374678.07,49096
2025-02,2025-Q1,Parasiticides,Simparica Trio,True,E-commerce,National,National,5913651.2,211202
2025-03,2025-Q1,Parasiticides,Simparica Trio,True,Veterinary,Region,Northeast,3370012.16,120358
2025-03,2025-Q1,Parasiticides,Simparica Trio,True,Veterinary,Region,South,5356448.24,191302
2025-03,2025-Q1,Parasiticides,Simparica Trio,True,Veterinary,Region,Midwest,3122654.04,111523
2025-03,2025-Q1,Parasiticides,Simparica Trio,True,Veterinary,Region,West,3546404.01,126657
2025-03,2025-Q1,Parasiticides,Simparica Trio,True,Veterinary,National,National,15395518.44,549840
2025-03,2025-Q1,Parasiticides,Simparica Trio,True,Retail,Region,Northeast,2673448.2,95480
2025-03,2025-Q1,Parasiticides,Simparica Trio,True,Retail,Region,South,4200911.38,150033
2025-03,2025-Q1,Parasiticides,Simparica Trio,True,Retail,Region,Midwest,2642092.05,94360
2025-03,2025-Q1,Parasiticides,Simparica Trio,True,Retail,Region,West,2769568.78,98913
2025-03,2025-Q1,Parasiticides,Simparica Trio,True,Retail,National,National,12286020.41,438786
2025-03,2025-Q1,Parasiticides,Simparica Trio,True,E-commerce,Region,Northeast,1653775.72,59063
2025-03,2025-Q1,Parasiticides,Simparica Trio,True,E-commerce,Region,South,2680794.01,95743
2025-03,2025-Q1,Parasiticides,Simparica Trio,True,E-commerce,Region,Midwest,1658682.26,59239
2025-03,2025-Q1,Parasiticides,Simparica Trio,True,E-commerce,Region,West,1815292.68,64832
2025-03,2025-Q1,Parasiticides,Simparica Trio,True,E-commerce,National,National,7808544.67,278877
2025-04,2025-Q2,Parasiticides,Simparica Trio,True,Veterinary,Region,Northeast,3948017.29,141001
2025-04,2025-Q2,Parasiticides,Simparica Trio,True,Veterinary,Region,South,5916403.35,211300
2025-04,2025-Q2,Parasiticides,Simparica Trio,True,Veterinary,Region,Midwest,3721156.9,132898
2025-04,2025-Q2,Parasiticides,Simparica Trio,True,Veterinary,Region,West,4144320.45,148011
2025-04,2025-Q2,Parasiticides,Simparica Trio,True,Veterinary,National,National,17729898.01,633211
2025-04,2025-Q2,Parasiticides,Simparica Trio,True,Retail,Region,Northeast,3010773.99,107528
2025-04,2025-Q2,Parasiticides,Simparica Trio,True,Retail,Region,South,4608769.38,164599
2025-04,2025-Q2,Parasiticides,Simparica Trio,True,Retail,Region,Midwest,3004610.72,107308
2025-04,2025-Q2,Parasiticides,Simparica Trio,True,Retail,Region,West,3113726.72,111205
2025-04,2025-Q2,Parasiticides,Simparica Trio,True,Retail,National,National,13737880.81,490639
2025-04,2025-Q2,Parasiticides,Simparica Trio,True,E-commerce,Region,Northeast,1932081.56,69003
2025-04,2025-Q2,Parasiticides,Simparica Trio,True,E-commerce,Region,South,3022813.4,107958
2025-04,2025-Q2,Parasiticides,Simparica Trio,True,E-commerce,Region,Midwest,1943554.67,69413
2025-04,2025-Q2,Parasiticides,Simparica Trio,True,E-commerce,Region,West,2045256.77,73045
2025-04,2025-Q2,Parasiticides,Simparica Trio,True,E-commerce,National,National,8943706.4,319418
2025-05,2025-Q2,Parasiticides,Simparica Trio,True,Veterinary,Region,Northeast,4489454.32,160338
2025-05,2025-Q2,Parasiticides,Simparica Trio,True,Veterinary,Region,South,6594924.63,235533
2025-05,2025-Q2,Parasiticides,Simparica Trio,True,Veterinary,Region,Midwest,3922702.6,140097
2025-05,2025-Q2,Parasiticides,Simparica Trio,True,Veterinary,Region,West,4571685.64,163274
2025-05,2025-Q2,Parasiticides,Simparica Trio,True,Veterinary,National,National,19578767.19,699242
2025-05,2025-Q2,Parasiticides,Simparica Trio,True,Retail,Region,Northeast,3386636.61,120951
2025-05,2025-Q2,Parasiticides,Simparica Trio,True,Retail,Region,South,5103253.29,182259
2025-05,2025-Q2,Parasiticides,Simparica Trio,True,Retail,Region,Midwest,3294471.73,117660
2025-05,2025-Q2,Parasiticides,Simparica Trio,True,Retail,Region,West,3580432.27,127873
2025-05,2025-Q2,Parasiticides,Simparica Trio,True,Retail,National,National,15364793.89,548743
2025-05,2025-Q2,Parasiticides,Simparica Trio,True,E-commerce,Region,Northeast,2198074.55,78503
2025-05,2025-Q2,Parasiticides,Simparica Trio,True,E-commerce,Region,South,3555981.56,126999
2025-05,2025-Q2,Parasiticides,Simparica Trio,True,E-commerce,Region,Midwest,2149995.13,76786
2025-05,2025-Q2,Parasiticides,Simparica Trio,True,E-commerce,Region,West,2263307.04,80832
2025-05,2025-Q2,Parasiticides,Simparica Trio,True,E-commerce,National,National,10167358.28,363120
2025-06,2025-Q2,Parasiticides,Simparica Trio,True,Veterinary,Region,Northeast,4472434.3,159730
2025-06,2025-Q2,Parasiticides,Simparica Trio,True,Veterinary,Region,South,6766581.77,241664
2025-06,2025-Q2,Parasiticides,Simparica Trio,True,Veterinary,Region,Midwest,4342007.37,155072
2025-06,2025-Q2,Parasiticides,Simparica Trio,True,Veterinary,Region,West,4750636.44,169666
2025-06,2025-Q2,Parasiticides,Simparica Trio,True,Veterinary,National,National,20331659.87,726131
2025-06,2025-Q2,Parasiticides,Simparica Trio,True,Retail,Region,Northeast,3422884.84,122246
2025-06,2025-Q2,Parasiticides,Simparica Trio,True,Retail,Region,South,5447837.65,194566
2025-06,2025-Q2,Parasiticides,Simparica Trio,True,Retail,Region,Midwest,3426156.78,122363
2025-06,2025-Q2,Parasiticides,Simparica Trio,True,Retail,Region,West,3563708.04,127275
2025-06,2025-Q2,Parasiticides,Simparica Trio,True,Retail,National,National,15860587.32,566450
2025-06,2025-Q2,Parasiticides,Simparica Trio,True,E-commerce,Region,Northeast,2423903.54,86568
2025-06,2025-Q2,Parasiticides,Simparica Trio,True,E-commerce,Region,South,3704017.74,132286
2025-06,2025-Q2,Parasiticides,Simparica Trio,True,E-commerce,Region,Midwest,2443097.38,87253
2025-06,2025-Q2,Parasiticides,Simparica Trio,True,E-commerce,Region,West,2365474.61,84481
2025-06,2025-Q2,Parasiticides,Simparica Trio,True,E-commerce,National,National,10936493.27,390589
2025-07,2025-Q3,Parasiticides,Simparica Trio,True,Veterinary,Region,Northeast,4298415.1,153515
2025-07,2025-Q3,Parasiticides,Simparica Trio,True,Veterinary,Region,South,6684449.14,238730
2025-07,2025-Q3,Parasiticides,Simparica Trio,True,Veterinary,Region,Midwest,4377316.98,156333
2025-07,2025-Q3,Parasiticides,Simparica Trio,True,Veterinary,Region,West,4534300.02,161939
2025-07,2025-Q3,Parasiticides,Simparica Trio,True,Veterinary,National,National,19894481.25,710517
2025-07,2025-Q3,Parasiticides,Simparica Trio,True,Retail,Region,Northeast,3608957.01,128891
2025-07,2025-Q3,Parasiticides,Simparica Trio,True,Retail,Region,South,5156813.05,184172
2025-07,2025-Q3,Parasiticides,Simparica Trio,True,Retail,Region,Midwest,3261849.39,116495
2025-07,2025-Q3,Parasiticides,Simparica Trio,True,Retail,Region,West,3483267.3,124402
2025-07,2025-Q3,Parasiticides,Simparica Trio,True,Retail,National,National,15510886.75,553960
2025-07,2025-Q3,Parasiticides,Simparica Trio,True,E-commerce,Region,Northeast,2326293.61,83082
2025-07,2025-Q3,Parasiticides,Simparica Trio,True,E-commerce,Region,South,3678133.46,131362
2025-07,2025-Q3,Parasiticides,Simparica Trio,True,E-commerce,Region,Midwest,2248315.58,80297
2025-07,2025-Q3,Parasiticides,Simparica Trio,True,E-commerce,Region,West,2498580.41,89235
2025-07,2025-Q3,Parasiticides,Simparica Trio,True,E-commerce,National,National,10751323.05,383976
2025-08,2025-Q3,Parasiticides,Simparica Trio,True,Veterinary,Region,Northeast,3912721.37,139740
2025-08,2025-Q3,Parasiticides,Simparica Trio,True,Veterinary,Region,South,5675677.62,202703
2025-08,2025-Q3,Parasiticides,Simparica Trio,True,Veterinary,Region,Midwest,3707435.58,132408
2025-08,2025-Q3,Parasiticides,Simparica Trio,True,Veterinary,Region,West,3742174.86,133649
2025-08,2025-Q3,Parasiticides,Simparica Trio,True,Veterinary,National,National,17038009.42,608500
2025-08,2025-Q3,Parasiticides,Simparica Trio,True,Retail,Region,Northeast,2908775.67,103885
2025-08,2025-Q3,Parasiticides,Simparica Trio,True,Retail,Region,South,4879387.31,174264
2025-08,2025-Q3,Parasiticides,Simparica Trio,True,Retail,Region,Midwest,2680587.94,95735
2025-08,2025-Q3,Parasiticides,Simparica Trio,True,Retail,Region,West,2879307.86,102832
2025-08,2025-Q3,Parasiticides,Simparica Trio,True,Retail,National,National,13348058.79,476716
2025-08,2025-Q3,Parasiticides,Simparica Trio,True,E-commerce,Region,Northeast,2033600.49,72629
2025-08,2025-Q3,Parasiticides,Simparica Trio,True,E-commerce,Region,South,3240514.91,115733
2025-08,2025-Q3,Parasiticides,Simparica Trio,True,E-commerce,Region,Midwest,2014570.16,71949
2025-08,2025-Q3,Parasiticides,Simparica Trio,True,E-commerce,Region,West,2245147.73,80184
2025-08,2025-Q3,Parasiticides,Simparica Trio,True,E-commerce,National,National,9533833.29,340494
2025-09,2025-Q3,Parasiticides,Simparica Trio,True,Veterinary,Region,Northeast,3101631.64,110773
2025-09,2025-Q3,Parasiticides,Simparica Trio,True,Veterinary,Region,South,4969756.03,177491
2025-09,2025-Q3,Parasiticides,Simparica Trio,True,Veterinary,Region,Midwest,3225863.56,115209
2025-09,2025-Q3,Parasiticides,Simparica Trio,True,Veterinary,Region,West,3453935.99,123355
2025-09,2025-Q3,Parasiticides,Simparica Trio,True,Veterinary,National,National,14751187.21,526828
2025-09,2025-Q3,Parasiticides,Simparica Trio,True,Retail,Region,Northeast,2401338.41,85762
2025-09,2025-Q3,Parasiticides,Simparica Trio,True,Retail,Region,South,3938477.71,140660
2025-09,2025-Q3,Parasiticides,Simparica Trio,True,Retail,Region,Midwest,2537292.31,90618
2025-09,2025-Q3,Parasiticides,Simparica Trio,True,Retail,Region,West,2837218.39,101329
2025-09,2025-Q3,Parasiticides,Simparica Trio,True,Retail,National,National,11714326.81,418369
2025-09,2025-Q3,Parasiticides,Simparica Trio,True,E-commerce,Region,Northeast,1897917.67,67783
2025-09,2025-Q3,Parasiticides,Simparica Trio,True,E-commerce,Region,South,2911305.12,103975
2025-09,2025-Q3,Parasiticides,Simparica Trio,True,E-commerce,Region,Midwest,1715339.68,61262
2025-09,2025-Q3,Parasiticides,Simparica Trio,True,E-commerce,Region,West,1901943.24,67927
2025-09,2025-Q3,Parasiticides,Simparica Trio,True,E-commerce,National,National,8426505.7,300947
2025-10,2025-Q4,Parasiticides,Simparica Trio,True,Veterinary,Region,Northeast,2741691.73,97918
2025-10,2025-Q4,Parasiticides,Simparica Trio,True,Veterinary,Region,South,4246800.53,151671
2025-10,2025-Q4,Parasiticides,Simparica Trio,True,Veterinary,Region,Midwest,2541163.01,90756
2025-10,2025-Q4,Parasiticides,Simparica Trio,True,Veterinary,Region,West,2726106.12,97361
2025-10,2025-Q4,Parasiticides,Simparica Trio,True,Veterinary,National,National,12255761.4,437706
2025-10,2025-Q4,Parasiticides,Simparica Trio,True,Retail,Region,Northeast,2070056.98,73931
2025-10,2025-Q4,Parasiticides,Simparica Trio,True,Retail,Region,South,3161916.35,112926
2025-10,2025-Q4,Parasiticides,Simparica Trio,True,Retail,Region,Midwest,2062222.85,73651
2025-10,2025-Q4,Parasiticides,Simparica Trio,True,Retail,Region,West,2062143.68,73648
2025-10,2025-Q4,Parasiticides,Simparica Trio,True,Retail,National,National,9356339.86,334155
2025-10,2025-Q4,Parasiticides,Simparica Trio,True,E-commerce,Region,Northeast,1566011.45,55929
2025-10,2025-Q4,Parasiticides,Simparica Trio,True,E-commerce,Region,South,2477635.61,88487
