source,month,quarter,category,brand_reported,sku_raw,channel,geo_level,geo,observed_units,observed_sales,coverage
ciq_ecommerce,2024-04,2024-Q2,Vaccines,VetSelect Core Vax,VETSELECT-CORE-VAX_L,E-commerce,National,National,20802,291221.71,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,VetSelect Core Vax,VETSELECT-CORE-VAX_S,E-commerce,National,National,28818,403445.51,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,VetSelect Derma,VETSELECT-DERMA_L,E-commerce,National,National,15720,597364.19,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,VetSelect Derma,VETSELECT-DERMA_S,E-commerce,National,National,21366,811895.74,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,VetSelect Dx,VETSELECT-DX_L,E-commerce,National,National,22554,270662.7,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,VetSelect Dx,VETSELECT-DX_S,E-commerce,National,National,30298,363585.1,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,VetSelect Flea & Tick,VETSELECT-FLEA-TICK_L,E-commerce,National,National,83339,1416745.94,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,VetSelect Flea & Tick,VETSELECT-FLEA-TICK_S,E-commerce,National,National,117995,2005914.78,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,VetSelect Joint,VETSELECT-JOINT_L,E-commerce,National,National,13831,401092.31,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,VetSelect Joint,VETSELECT-JOINT_S,E-commerce,National,National,17973,521234.21,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,Vetscan,VETSCAN_L,E-commerce,National,National,34221,615964.81,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,Vetscan,VETSCAN_S,E-commerce,National,National,46657,839828.13,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,AllerVet RX,ALLERVET-RX_L,E-commerce,Region,Midwest,3387,182883.62,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,AllerVet RX,ALLERVET-RX_S,E-commerce,Region,Midwest,4648,250990.53,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,Apoquel,APOQUEL_L,E-commerce,Region,Midwest,4957,322221.38,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,Apoquel,APOQUEL_S,E-commerce,Region,Midwest,6916,449529.46,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,BioShield Vax,BIOSHIELD-VAX_L,E-commerce,Region,Midwest,4549,90985.27,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,BioShield Vax,BIOSHIELD-VAX_S,E-commerce,Region,Midwest,6425,128500.33,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,DermaCalm,DERMACALM_L,E-commerce,Region,Midwest,3553,206058.81,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,DermaCalm,DERMACALM_S,E-commerce,Region,Midwest,5196,301382.27,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,DiagnosTech Vet,DIAGNOSTECH-VET_L,E-commerce,Region,Midwest,7834,133173.13,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,DiagnosTech Vet,DIAGNOSTECH-VET_S,E-commerce,Region,Midwest,10417,177080.55,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,FleaStop Pro,FLEASTOP-PRO_L,E-commerce,Region,Midwest,10319,216688.85,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,FleaStop Pro,FLEASTOP-PRO_S,E-commerce,Region,Midwest,13545,284449.46,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,FlexiCare Joint,FLEXICARE-JOINT_L,E-commerce,Region,Midwest,2988,131478.09,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,FlexiCare Joint,FLEXICARE-JOINT_S,E-commerce,Region,Midwest,3908,171965.94,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,ImmunoCore Canine,IMMUNOCORE-CANINE_L,E-commerce,Region,Midwest,5080,106674.94,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,ImmunoCore Canine,IMMUNOCORE-CANINE_S,E-commerce,Region,Midwest,7236,151945.72,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,Librela,LIBRELA_L,E-commerce,Region,Midwest,2421,116195.73,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,Librela,LIBRELA_S,E-commerce,Region,Midwest,3311,158932.85,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,OsteoEase Vet,OSTEOEASE-VET_L,E-commerce,Region,Midwest,2622,107521.88,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,OsteoEase Vet,OSTEOEASE-VET_S,E-commerce,Region,Midwest,3928,161052.97,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,PainAway Canine,PAINAWAY-CANINE_L,E-commerce,Region,Midwest,2467,91291.97,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,PainAway Canine,PAINAWAY-CANINE_S,E-commerce,Region,Midwest,3267,120877.33,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,PetLab Analyzer,PETLAB-ANALYZER_L,E-commerce,Region,Midwest,4755,71331.28,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,PetLab Analyzer,PETLAB-ANALYZER_S,E-commerce,Region,Midwest,6021,90322.45,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,RapidVet Dx,RAPIDVET-DX_L,E-commerce,Region,Midwest,7517,120279.78,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,RapidVet Dx,RAPIDVET-DX_S,E-commerce,Region,Midwest,10224,163590.28,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,Simparica Trio,SIMPARICA-TRIO_L,E-commerce,Region,Midwest,18252,511050.48,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,Simparica Trio,SIMPARICA-TRIO_S,E-commerce,Region,Midwest,23434,656143.28,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,SkinRelief Pro,SKINRELIEF-PRO_L,E-commerce,Region,Midwest,2944,144249.78,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,SkinRelief Pro,SKINRELIEF-PRO_S,E-commerce,Region,Midwest,4136,202644.51,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,TickShield Plus,TICKSHIELD-PLUS_L,E-commerce,Region,Midwest,12120,290868.47,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,TickShield Plus,TICKSHIELD-PLUS_S,E-commerce,Region,Midwest,17762,426293.25,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,Vanguard,VANGUARD_L,E-commerce,Region,Midwest,4144,91163.47,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,Vanguard,VANGUARD_S,E-commerce,Region,Midwest,6123,134714.81,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,VectraGuard,VECTRAGUARD_L,E-commerce,Region,Midwest,14077,366011.64,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,VectraGuard,VECTRAGUARD_S,E-commerce,Region,Midwest,19306,501965.1,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,VetGuard Immunize,VETGUARD-IMMUNIZE_L,E-commerce,Region,Midwest,4086,77631.28,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,VetGuard Immunize,VETGUARD-IMMUNIZE_S,E-commerce,Region,Midwest,5320,101077.92,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,VetSelect Core Vax,VETSELECT-CORE-VAX_L,E-commerce,Region,Midwest,4279,59908.73,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,VetSelect Core Vax,VETSELECT-CORE-VAX_S,E-commerce,Region,Midwest,6471,90599.76,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,VetSelect Derma,VETSELECT-DERMA_L,E-commerce,Region,Midwest,3191,121255.87,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,VetSelect Derma,VETSELECT-DERMA_S,E-commerce,Region,Midwest,4558,173203.15,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,VetSelect Dx,VETSELECT-DX_L,E-commerce,Region,Midwest,4972,59667.76,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,VetSelect Dx,VETSELECT-DX_S,E-commerce,Region,Midwest,6471,77657.12,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,VetSelect Flea & Tick,VETSELECT-FLEA-TICK_L,E-commerce,Region,Midwest,18273,310639.02,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,VetSelect Flea & Tick,VETSELECT-FLEA-TICK_S,E-commerce,Region,Midwest,24636,418819.16,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,VetSelect Joint,VETSELECT-JOINT_L,E-commerce,Region,Midwest,3005,87132.64,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,VetSelect Joint,VETSELECT-JOINT_S,E-commerce,Region,Midwest,3777,109544.38,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,Vetscan,VETSCAN_L,E-commerce,Region,Midwest,7675,138146.97,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,Vetscan,VETSCAN_S,E-commerce,Region,Midwest,9502,171044.76,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,,UNKNOWN_LISTING_4471,E-commerce,Region,Northeast,1582,39564.21,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,AllerVet RX,ALLERVET-RX_L,E-commerce,Region,Northeast,3732,201550.83,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,AllerVet RX,ALLERVET-RX_S,E-commerce,Region,Northeast,4660,251616.96,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,Apoquel,APOQUEL_L,E-commerce,Region,Northeast,5644,366867.24,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,Apoquel,APOQUEL_S,E-commerce,Region,Northeast,6815,442994.67,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,BioShield Vax,BIOSHIELD-VAX_L,E-commerce,Region,Northeast,4551,91019.34,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,BioShield Vax,BIOSHIELD-VAX_S,E-commerce,Region,Northeast,6237,124746.03,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,DermaCalm,DERMACALM_L,E-commerce,Region,Northeast,4007,232419.13,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,DermaCalm,DERMACALM_S,E-commerce,Region,Northeast,5522,320252.1,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,DiagnosTech Vet,DIAGNOSTECH-VET_L,E-commerce,Region,Northeast,7842,133305.53,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,DiagnosTech Vet,DIAGNOSTECH-VET_S,E-commerce,Region,Northeast,11281,191778.56,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,FleaStop Pro,FLEASTOP-PRO_L,E-commerce,Region,Northeast,11555,242652.12,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,FleaStop Pro,FLEASTOP-PRO_S,E-commerce,Region,Northeast,15545,326453.55,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,FlexiCare Joint,FLEXICARE-JOINT_L,E-commerce,Region,Northeast,3317,145945.13,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,FlexiCare Joint,FLEXICARE-JOINT_S,E-commerce,Region,Northeast,4516,198711.82,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,ImmunoCore Canine,IMMUNOCORE-CANINE_L,E-commerce,Region,Northeast,5480,115074.93,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,ImmunoCore Canine,IMMUNOCORE-CANINE_S,E-commerce,Region,Northeast,8011,168237.83,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,Librela,LIBRELA_L,E-commerce,Region,Northeast,2820,135364.05,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,Librela,LIBRELA_S,E-commerce,Region,Northeast,3796,182198.01,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,OsteoEase Vet,OSTEOEASE-VET_L,E-commerce,Region,Northeast,2730,111939.41,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,OsteoEase Vet,OSTEOEASE-VET_S,E-commerce,Region,Northeast,3686,151125.15,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,PainAway Canine,PAINAWAY-CANINE_L,E-commerce,Region,Northeast,2413,89285.71,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,PainAway Canine,PAINAWAY-CANINE_S,E-commerce,Region,Northeast,3445,127481.98,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,PetLab Analyzer,PETLAB-ANALYZER_L,E-commerce,Region,Northeast,5043,75644.69,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,PetLab Analyzer,PETLAB-ANALYZER_S,E-commerce,Region,Northeast,6704,100554.05,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,RapidVet Dx,RAPIDVET-DX_L,E-commerce,Region,Northeast,7430,118885.25,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,RapidVet Dx,RAPIDVET-DX_S,E-commerce,Region,Northeast,10751,172018.45,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,Simparica Trio,SIMPARICA-TRIO_L,E-commerce,Region,Northeast,16753,469077.16,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,Simparica Trio,SIMPARICA-TRIO_S,E-commerce,Region,Northeast,23992,671770.43,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,SkinRelief Pro,SKINRELIEF-PRO_L,E-commerce,Region,Northeast,3020,147966.7,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,SkinRelief Pro,SKINRELIEF-PRO_S,E-commerce,Region,Northeast,4190,205286.76,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,TickShield Plus,TICKSHIELD-PLUS_L,E-commerce,Region,Northeast,12456,298936.33,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,TickShield Plus,TICKSHIELD-PLUS_S,E-commerce,Region,Northeast,17791,426978.97,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,Vanguard,VANGUARD_L,E-commerce,Region,Northeast,4532,99713.91,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,Vanguard,VANGUARD_S,E-commerce,Region,Northeast,6387,140517.63,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,VectraGuard,VECTRAGUARD_L,E-commerce,Region,Northeast,15727,408912.61,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,VectraGuard,VECTRAGUARD_S,E-commerce,Region,Northeast,20800,540800.07,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,VetGuard Immunize,VETGUARD-IMMUNIZE_L,E-commerce,Region,Northeast,4308,81861.18,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,VetGuard Immunize,VETGUARD-IMMUNIZE_S,E-commerce,Region,Northeast,5940,112868.69,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,VetSelect Core Vax,VETSELECT-CORE-VAX_L,E-commerce,Region,Northeast,4704,65851.38,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,VetSelect Core Vax,VETSELECT-CORE-VAX_S,E-commerce,Region,Northeast,6526,91359.66,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,VetSelect Derma,VETSELECT-DERMA_L,E-commerce,Region,Northeast,3407,129484.25,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,VetSelect Derma,VETSELECT-DERMA_S,E-commerce,Region,Northeast,4347,165176.36,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,VetSelect Dx,VETSELECT-DX_L,E-commerce,Region,Northeast,5165,61979.48,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,VetSelect Dx,VETSELECT-DX_S,E-commerce,Region,Northeast,7117,85406.07,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,VetSelect Flea & Tick,VETSELECT-FLEA-TICK_L,E-commerce,Region,Northeast,18832,320136.28,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,VetSelect Flea & Tick,VETSELECT-FLEA-TICK_S,E-commerce,Region,Northeast,25084,426420.48,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,VetSelect Joint,VETSELECT-JOINT_L,E-commerce,Region,Northeast,3066,88911.04,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,VetSelect Joint,VETSELECT-JOINT_S,E-commerce,Region,Northeast,4151,120381.3,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,Vetscan,VETSCAN_L,E-commerce,Region,Northeast,7854,141367.68,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,Vetscan,VETSCAN_S,E-commerce,Region,Northeast,10108,181945.16,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,AllerVet RX,ALLERVET-RX_L,E-commerce,Region,South,5544,299349.42,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,AllerVet RX,ALLERVET-RX_S,E-commerce,Region,South,7738,417842.91,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,Apoquel,APOQUEL_L,E-commerce,Region,South,8144,529360.6,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,Apoquel,APOQUEL_S,E-commerce,Region,South,10913,709352.19,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,BioShield Vax,BIOSHIELD-VAX_L,E-commerce,Region,South,6316,126315.11,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,BioShield Vax,BIOSHIELD-VAX_S,E-commerce,Region,South,9279,185584.01,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,DermaCalm,DERMACALM_L,E-commerce,Region,South,6166,357624.35,0.82
ciq_ecommerce,2024-04,2024-Q2,Dermatology,DermaCalm,DERMACALM_S,E-commerce,Region,South,8692,504150.45,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,DiagnosTech Vet,DIAGNOSTECH-VET_L,E-commerce,Region,South,11787,200384.44,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,DiagnosTech Vet,DIAGNOSTECH-VET_S,E-commerce,Region,South,17238,293037.75,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,FleaStop Pro,FLEASTOP-PRO_L,E-commerce,Region,South,18111,380340.84,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,FleaStop Pro,FLEASTOP-PRO_S,E-commerce,Region,South,22884,480570.21,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,FlexiCare Joint,FLEXICARE-JOINT_L,E-commerce,Region,South,4513,198576.13,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,FlexiCare Joint,FLEXICARE-JOINT_S,E-commerce,Region,South,6351,279457.9,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,ImmunoCore Canine,IMMUNOCORE-CANINE_L,E-commerce,Region,South,9411,197628.46,0.82
ciq_ecommerce,2024-04,2024-Q2,Vaccines,ImmunoCore Canine,IMMUNOCORE-CANINE_S,E-commerce,Region,South,12114,254392.19,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,Librela,LIBRELA_L,E-commerce,Region,South,3839,184277.45,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,Librela,LIBRELA_S,E-commerce,Region,South,5425,260393.57,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,OsteoEase Vet,OSTEOEASE-VET_L,E-commerce,Region,South,4531,185765.27,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,OsteoEase Vet,OSTEOEASE-VET_S,E-commerce,Region,South,6016,246644.39,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,PainAway Canine,PAINAWAY-CANINE_L,E-commerce,Region,South,3765,139318.24,0.82
ciq_ecommerce,2024-04,2024-Q2,Pain/Osteoarthritis,PainAway Canine,PAINAWAY-CANINE_S,E-commerce,Region,South,5802,214690.22,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,PetLab Analyzer,PETLAB-ANALYZER_L,E-commerce,Region,South,7291,109365.72,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,PetLab Analyzer,PETLAB-ANALYZER_S,E-commerce,Region,South,10660,159897.28,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,RapidVet Dx,RAPIDVET-DX_L,E-commerce,Region,South,12186,194969.36,0.82
ciq_ecommerce,2024-04,2024-Q2,Petcare Diagnostics,RapidVet Dx,RAPIDVET-DX_S,E-commerce,Region,South,17387,278195.39,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,Simparica Trio,SIMPARICA-TRIO_L,E-commerce,Region,South,27186,761200.88,0.82
ciq_ecommerce,2024-04,2024-Q2,Parasiticides,Simparica Trio,SIMPARICA-TRIO_S,E-commerce,Region,South,40109,1123048.81,0.82
